product_id,sku_code,product_name,brand,category,packaging_type,volume_ml,alcohol_percentage,launch_date,product_status
2552,SKU02552,Tiger 486ml,Desperados,Cider,Keg,421,8.65,2025-03-01,Active
2553,SKU02553,Amstel 523ml,Amstel,Cider,Keg,693,8.68,2024-06-23,Discontinued
2554,SKU02554,Amstel 298ml,Amstel,Beer,Bottle,617,2.04,2025-07-16,Discontinued
2555,SKU02555,Heineken 634ml,Desperados,Beer,Keg,362,5.57,2024-12-25,Active
2556,SKU02556,Tiger 487ml,Heineken,Non-Alcoholic,Bottle,345,8.54,2022-07-22,Discontinued
2557,SKU02557,Tiger 307ml,Tiger,Cider,Bottle,269,6.31,2021-06-19,Active
2558,SKU02558,Birra Moretti 477ml,Birra Moretti,Cider,Bottle,559,8.46,2021-02-14,Discontinued
2559,SKU02559,Heineken 627ml,Heineken,Non-Alcoholic,Can,554,6.09,2023-04-09,Discontinued
2560,SKU02560,Desperados 484ml,Desperados,Cider,Bottle,292,8.14,2021-12-28,Discontinued
2561,SKU02561,Desperados 485ml,Tiger,Beer,Can,593,6.47,2022-05-15,Active
2562,SKU02562,Heineken 665ml,Amstel,Non-Alcoholic,Keg,515,7.05,2022-05-22,Active
2563,SKU02563,Amstel 530ml,Birra Moretti,Non-Alcoholic,Can,589,2.55,2025-08-07,Active
2564,SKU02564,Birra Moretti 279ml,Desperados,Non-Alcoholic,Keg,336,6.8,2023-01-21,Active
2565,SKU02565,Heineken 293ml,Birra Moretti,Beer,Bottle,572,0.34,2021-07-11,Active
2566,SKU02566,Tiger 576ml,Heineken,Non-Alcoholic,Can,366,5.73,2025-04-02,Discontinued
2567,SKU02567,Birra Moretti 302ml,Desperados,Beer,Can,370,0.37,2023-05-08,Active
2568,SKU02568,Birra Moretti 678ml,Birra Moretti,Non-Alcoholic,Can,548,4.51,2022-03-21,Active
2569,SKU02569,Desperados 309ml,Amstel,Cider,Can,517,1.01,2022-09-15,Active
2570,SKU02570,Desperados 352ml,Heineken,Beer,Can,291,9.12,2025-08-28,Active
2571,SKU02571,Tiger 321ml,Desperados,Beer,Can,686,8.76,2025-03-10,Active
2572,SKU02572,Birra Moretti 288ml,Birra Moretti,Cider,Can,687,0.82,2024-03-22,Discontinued
2573,SKU02573,Heineken 356ml,Amstel,Beer,Can,272,9.62,2024-10-25,Active
2574,SKU02574,Tiger 309ml,Tiger,Beer,Can,425,9.08,2022-09-21,Active
2575,SKU02575,Desperados 396ml,Heineken,Cider,Keg,298,0.98,2023-03-02,Active
2576,SKU02576,Amstel 299ml,Heineken,Cider,Can,600,9.85,2022-01-20,Discontinued
2577,SKU02577,Desperados 679ml,Birra Moretti,Cider,Bottle,608,3.01,2023-04-22,Discontinued
2578,SKU02578,Desperados 560ml,Amstel,Non-Alcoholic,Bottle,360,9.76,2021-11-04,Discontinued
2579,SKU02579,Birra Moretti 318ml,Heineken,Non-Alcoholic,Can,571,6.37,2021-11-28,Active
2580,SKU02580,Tiger 602ml,Amstel,Non-Alcoholic,Keg,616,5.25,2023-01-06,Active
2581,SKU02581,Tiger 464ml,Amstel,Beer,Bottle,428,1.9,2021-05-07,Active
2582,SKU02582,Amstel 591ml,Amstel,Beer,Keg,367,3.51,2025-02-11,Active
2583,SKU02583,Tiger 271ml,Birra Moretti,Beer,Bottle,543,6.12,2021-07-04,Discontinued
2584,SKU02584,Birra Moretti 580ml,Tiger,Beer,Keg,634,4.17,2023-05-11,Discontinued
2585,SKU02585,Tiger 377ml,Tiger,Cider,Bottle,536,3.55,2023-05-06,Discontinued
2586,SKU02586,Birra Moretti 378ml,Heineken,Non-Alcoholic,Can,541,5.7,2021-07-20,Active
2587,SKU02587,Amstel 691ml,Desperados,Cider,Keg,290,8.78,2023-08-06,Active
2588,SKU02588,Heineken 405ml,Birra Moretti,Non-Alcoholic,Bottle,286,6.71,2022-11-08,Discontinued
2589,SKU02589,Tiger 611ml,Amstel,Cider,Can,419,8.94,2024-09-07,Active
2590,SKU02590,Heineken 328ml,Birra Moretti,Beer,Can,262,8.55,2023-12-08,Discontinued
2591,SKU02591,Desperados 258ml,Birra Moretti,Cider,Can,678,3.25,2022-05-18,Discontinued
2592,SKU02592,Tiger 653ml,Desperados,Beer,Can,607,4.2,2025-06-15,Discontinued
2593,SKU02593,Heineken 355ml,Desperados,Cider,Bottle,693,3.91,2021-12-15,Active
2594,SKU02594,Birra Moretti 391ml,Birra Moretti,Non-Alcoholic,Can,328,7.51,2022-04-06,Discontinued
2595,SKU02595,Desperados 397ml,Amstel,Cider,Bottle,592,2.6,2022-05-04,Active
2596,SKU02596,Birra Moretti 602ml,Heineken,Cider,Can,320,0.52,2025-11-15,Discontinued
2597,SKU02597,Tiger 517ml,Desperados,Cider,Keg,533,7.84,2025-04-06,Discontinued
2598,SKU02598,Tiger 697ml,Amstel,Beer,Keg,555,0.16,2022-12-14,Discontinued
2599,SKU02599,Birra Moretti 377ml,Heineken,Cider,Keg,428,9.29,2021-05-08,Discontinued
2600,SKU02600,Desperados 418ml,Desperados,Beer,Bottle,420,2.23,2023-10-02,Discontinued
2601,SKU02601,Tiger 543ml,Birra Moretti,Beer,Keg,429,8.82,2022-12-11,Active
2602,SKU02602,Heineken 320ml,Birra Moretti,Beer,Keg,614,4.65,2021-04-28,Discontinued
2603,SKU02603,Tiger 592ml,Birra Moretti,Beer,Can,648,5.18,2023-09-24,Active
2604,SKU02604,Heineken 252ml,Tiger,Non-Alcoholic,Bottle,327,2.07,2024-10-19,Active
2605,SKU02605,Tiger 519ml,Desperados,Non-Alcoholic,Keg,288,5.09,2023-12-04,Active
2606,SKU02606,Amstel 377ml,Heineken,Beer,Can,312,5.99,2024-06-26,Discontinued
2607,SKU02607,Amstel 506ml,Amstel,Cider,Keg,283,5.51,2025-03-02,Active
2608,SKU02608,Amstel 499ml,Birra Moretti,Non-Alcoholic,Can,592,1.74,2023-05-27,Discontinued
2609,SKU02609,Amstel 438ml,Tiger,Cider,Can,279,1.96,2023-01-01,Discontinued
2610,SKU02610,Tiger 324ml,Heineken,Non-Alcoholic,Can,555,1.44,2021-09-20,Discontinued
2611,SKU02611,Birra Moretti 651ml,Tiger,Non-Alcoholic,Keg,393,7.14,2025-05-17,Discontinued
2612,SKU02612,Heineken 326ml,Amstel,Cider,Keg,482,6.25,2025-10-30,Discontinued
2613,SKU02613,Desperados 372ml,Desperados,Cider,Bottle,428,3.1,2025-07-03,Active
2614,SKU02614,Desperados 640ml,Amstel,Non-Alcoholic,Can,323,2.24,2025-07-09,Active
2615,SKU02615,Tiger 633ml,Tiger,Cider,Keg,531,4.54,2023-06-05,Active
2616,SKU02616,Birra Moretti 422ml,Desperados,Beer,Can,573,8.37,2024-01-21,Active
2617,SKU02617,Amstel 293ml,Birra Moretti,Cider,Keg,476,9.42,2024-06-16,Active
2618,SKU02618,Tiger 446ml,Amstel,Non-Alcoholic,Keg,363,8.78,2022-08-30,Active
2619,SKU02619,Desperados 393ml,Heineken,Cider,Can,626,4.59,2025-09-21,Discontinued
2620,SKU02620,Tiger 477ml,Amstel,Non-Alcoholic,Keg,664,6.0,2025-02-07,Active
2621,SKU02621,Birra Moretti 251ml,Desperados,Cider,Keg,563,6.67,2025-04-04,Active
2622,SKU02622,Birra Moretti 398ml,Amstel,Non-Alcoholic,Bottle,259,6.38,2023-05-20,Active
2623,SKU02623,Birra Moretti 483ml,Birra Moretti,Cider,Keg,540,9.63,2024-11-27,Active
2624,SKU02624,Heineken 527ml,Tiger,Beer,Keg,415,9.87,2024-12-17,Active
2625,SKU02625,Birra Moretti 304ml,Amstel,Cider,Can,302,2.3,2023-03-04,Discontinued
2626,SKU02626,Desperados 371ml,Heineken,Non-Alcoholic,Keg,657,6.63,2023-06-20,Active
2627,SKU02627,Tiger 609ml,Birra Moretti,Non-Alcoholic,Keg,257,5.85,2025-10-15,Discontinued
2628,SKU02628,Amstel 597ml,Tiger,Cider,Can,459,6.7,2023-05-08,Discontinued
2629,SKU02629,Amstel 309ml,Heineken,Beer,Bottle,659,4.88,2021-03-26,Active
2630,SKU02630,Heineken 296ml,Tiger,Non-Alcoholic,Can,363,0.45,2021-10-27,Discontinued
2631,SKU02631,Heineken 253ml,Amstel,Beer,Keg,571,8.83,2023-03-06,Active
2632,SKU02632,Desperados 513ml,Birra Moretti,Beer,Keg,339,7.33,2025-03-15,Active
2633,SKU02633,Heineken 258ml,Amstel,Cider,Bottle,668,1.74,2023-08-18,Active
2634,SKU02634,Tiger 517ml,Tiger,Non-Alcoholic,Can,609,9.32,2024-08-19,Discontinued
2635,SKU02635,Desperados 270ml,Amstel,Beer,Keg,535,1.71,2024-10-30,Discontinued
2636,SKU02636,Tiger 286ml,Amstel,Non-Alcoholic,Can,283,0.58,2023-07-13,Discontinued
2637,SKU02637,Birra Moretti 469ml,Amstel,Cider,Bottle,340,2.33,2021-04-21,Active
2638,SKU02638,Amstel 577ml,Desperados,Non-Alcoholic,Keg,414,2.98,2024-05-28,Active
2639,SKU02639,Tiger 512ml,Birra Moretti,Beer,Keg,510,9.3,2025-07-20,Discontinued
2640,SKU02640,Amstel 649ml,Desperados,Beer,Keg,471,4.05,2025-10-29,Active
2641,SKU02641,Birra Moretti 330ml,Birra Moretti,Beer,Bottle,510,5.37,2022-01-18,Discontinued
2642,SKU02642,Amstel 532ml,Amstel,Cider,Keg,489,5.82,2023-03-31,Discontinued
2643,SKU02643,Tiger 476ml,Tiger,Cider,Bottle,574,1.85,2025-01-22,Discontinued
2644,SKU02644,Amstel 521ml,Tiger,Cider,Keg,546,9.12,2024-07-18,Discontinued
2645,SKU02645,Amstel 303ml,Amstel,Cider,Can,674,4.73,2021-07-18,Active
2646,SKU02646,Tiger 290ml,Desperados,Beer,Bottle,281,1.22,2022-10-22,Active
2647,SKU02647,Tiger 272ml,Heineken,Non-Alcoholic,Can,631,0.54,2024-04-06,Discontinued
2648,SKU02648,Tiger 581ml,Birra Moretti,Beer,Keg,532,7.74,2025-02-18,Discontinued
2649,SKU02649,Tiger 587ml,Heineken,Beer,Keg,308,6.33,2022-05-19,Discontinued
2650,SKU02650,Amstel 590ml,Heineken,Non-Alcoholic,Can,312,4.85,2022-03-25,Discontinued
2651,SKU02651,Desperados 520ml,Amstel,Non-Alcoholic,Keg,683,9.84,2022-08-24,Discontinued
2652,SKU02652,Heineken 348ml,Amstel,Cider,Keg,612,2.65,2025-02-11,Active
2653,SKU02653,Amstel 547ml,Tiger,Non-Alcoholic,Can,431,2.26,2025-08-31,Discontinued
2654,SKU02654,Heineken 664ml,Tiger,Beer,Bottle,674,5.47,2025-02-22,Active
2655,SKU02655,Tiger 465ml,Birra Moretti,Cider,Bottle,374,4.08,2020-12-13,Active
2656,SKU02656,Birra Moretti 481ml,Amstel,Beer,Can,351,8.54,2023-10-13,Active
2657,SKU02657,Amstel 389ml,Amstel,Non-Alcoholic,Bottle,688,4.58,2022-08-31,Active
2658,SKU02658,Birra Moretti 559ml,Amstel,Beer,Keg,382,4.23,2023-08-24,Active
2659,SKU02659,Tiger 266ml,Amstel,Beer,Can,272,5.1,2024-03-03,Discontinued
2660,SKU02660,Heineken 561ml,Amstel,Non-Alcoholic,Can,324,4.78,2022-04-20,Active
2661,SKU02661,Desperados 322ml,Amstel,Beer,Bottle,334,6.42,2022-05-12,Active
2662,SKU02662,Amstel 649ml,Desperados,Cider,Bottle,361,4.87,2023-06-29,Active
2663,SKU02663,Desperados 315ml,Birra Moretti,Cider,Keg,572,8.31,2022-06-24,Discontinued
2664,SKU02664,Amstel 680ml,Heineken,Cider,Can,397,1.93,2024-11-08,Discontinued
2665,SKU02665,Heineken 399ml,Amstel,Beer,Keg,468,3.98,2020-11-20,Discontinued
2666,SKU02666,Birra Moretti 469ml,Amstel,Cider,Keg,650,7.48,2021-12-15,Active
2667,SKU02667,Heineken 653ml,Amstel,Non-Alcoholic,Bottle,635,6.04,2021-06-16,Discontinued
2668,SKU02668,Heineken 298ml,Heineken,Beer,Bottle,551,2.37,2021-09-23,Discontinued
2669,SKU02669,Desperados 540ml,Desperados,Beer,Bottle,413,8.02,2024-11-22,Active
2670,SKU02670,Amstel 261ml,Heineken,Cider,Bottle,504,9.79,2024-09-12,Active
2671,SKU02671,Amstel 502ml,Heineken,Beer,Can,558,2.8,2022-11-14,Active
2672,SKU02672,Heineken 270ml,Birra Moretti,Cider,Can,289,0.94,2024-11-16,Discontinued
2673,SKU02673,Heineken 611ml,Heineken,Beer,Keg,453,9.36,2021-01-31,Discontinued
2674,SKU02674,Birra Moretti 305ml,Tiger,Cider,Bottle,535,4.54,2023-08-11,Active
2675,SKU02675,Tiger 648ml,Heineken,Cider,Bottle,618,6.48,2022-05-10,Active
2676,SKU02676,Amstel 344ml,Birra Moretti,Non-Alcoholic,Bottle,545,5.47,2023-03-30,Discontinued
2677,SKU02677,Birra Moretti 602ml,Desperados,Non-Alcoholic,Keg,273,8.21,2025-11-15,Active
2678,SKU02678,Birra Moretti 568ml,Birra Moretti,Cider,Can,399,4.16,2022-03-04,Discontinued
2679,SKU02679,Tiger 547ml,Desperados,Cider,Keg,563,4.97,2021-11-29,Discontinued
2680,SKU02680,Tiger 591ml,Heineken,Beer,Keg,594,9.73,2024-03-12,Active
2681,SKU02681,Heineken 414ml,Birra Moretti,Non-Alcoholic,Keg,570,7.27,2023-12-10,Active
2682,SKU02682,Desperados 448ml,Birra Moretti,Cider,Can,354,1.75,2022-05-16,Active
2683,SKU02683,Amstel 649ml,Tiger,Beer,Bottle,698,3.48,2024-03-23,Active
2684,SKU02684,Birra Moretti 384ml,Heineken,Non-Alcoholic,Bottle,665,7.7,2023-04-02,Active
2685,SKU02685,Tiger 326ml,Desperados,Beer,Can,409,4.94,2022-09-12,Discontinued
2686,SKU02686,Desperados 440ml,Amstel,Cider,Keg,442,0.57,2023-12-07,Active
2687,SKU02687,Desperados 409ml,Birra Moretti,Beer,Bottle,470,3.6,2024-10-05,Discontinued
2688,SKU02688,Birra Moretti 499ml,Tiger,Cider,Keg,530,2.65,2025-06-20,Active
2689,SKU02689,Heineken 446ml,Heineken,Beer,Keg,629,2.24,2023-05-31,Active
2690,SKU02690,Amstel 341ml,Tiger,Cider,Can,681,9.43,2022-05-20,Active
2691,SKU02691,Desperados 662ml,Heineken,Non-Alcoholic,Bottle,271,8.79,2022-05-27,Active
2692,SKU02692,Tiger 405ml,Birra Moretti,Beer,Can,350,4.55,2024-12-27,Active
2693,SKU02693,Amstel 306ml,Amstel,Beer,Bottle,666,9.1,2023-12-07,Active
2694,SKU02694,Amstel 374ml,Birra Moretti,Non-Alcoholic,Keg,689,7.92,2023-12-22,Active
2695,SKU02695,Heineken 602ml,Tiger,Beer,Bottle,370,8.69,2023-06-08,Active
2696,SKU02696,Birra Moretti 544ml,Heineken,Beer,Keg,525,4.17,2023-01-19,Active
2697,SKU02697,Birra Moretti 688ml,Birra Moretti,Beer,Can,440,9.96,2023-03-30,Discontinued
2698,SKU02698,Tiger 394ml,Tiger,Non-Alcoholic,Bottle,498,0.11,2023-03-05,Discontinued
2699,SKU02699,Heineken 699ml,Birra Moretti,Cider,Bottle,491,1.35,2022-11-15,Active
2700,SKU02700,Birra Moretti 585ml,Heineken,Cider,Can,548,6.37,2022-04-06,Discontinued
2701,SKU02701,Tiger 276ml,Tiger,Non-Alcoholic,Bottle,539,0.47,2022-03-27,Active
2702,SKU02702,Tiger 516ml,Tiger,Non-Alcoholic,Bottle,507,4.63,2024-12-12,Discontinued
2703,SKU02703,Heineken 509ml,Desperados,Cider,Can,664,1.52,2023-05-22,Active
2704,SKU02704,Amstel 493ml,Tiger,Beer,Bottle,270,8.62,2021-12-12,Discontinued
2705,SKU02705,Desperados 404ml,Heineken,Beer,Bottle,259,7.74,2024-11-15,Active
2706,SKU02706,Tiger 667ml,Heineken,Non-Alcoholic,Can,583,2.52,2025-07-21,Active
2707,SKU02707,Tiger 266ml,Amstel,Non-Alcoholic,Bottle,636,3.57,2020-12-18,Active
2708,SKU02708,Heineken 297ml,Amstel,Beer,Keg,321,3.97,2021-06-09,Active
2709,SKU02709,Heineken 366ml,Heineken,Cider,Bottle,410,5.29,2024-04-19,Discontinued
2710,SKU02710,Heineken 573ml,Heineken,Beer,Bottle,346,6.87,2025-06-25,Discontinued
2711,SKU02711,Desperados 605ml,Amstel,Cider,Bottle,383,1.88,2024-03-18,Discontinued
2712,SKU02712,Birra Moretti 438ml,Desperados,Non-Alcoholic,Keg,526,1.1,2023-01-13,Active
2713,SKU02713,Birra Moretti 375ml,Birra Moretti,Beer,Keg,255,4.88,2024-08-14,Discontinued
2714,SKU02714,Desperados 285ml,Birra Moretti,Cider,Bottle,299,9.25,2022-01-19,Active
2715,SKU02715,Amstel 616ml,Heineken,Non-Alcoholic,Bottle,651,1.82,2025-05-29,Discontinued
2716,SKU02716,Tiger 631ml,Birra Moretti,Beer,Bottle,364,1.28,2021-03-30,Discontinued
2717,SKU02717,Amstel 566ml,Birra Moretti,Beer,Keg,494,0.13,2024-08-08,Active
2718,SKU02718,Tiger 315ml,Amstel,Cider,Bottle,417,7.59,2025-07-27,Discontinued
2719,SKU02719,Amstel 299ml,Amstel,Non-Alcoholic,Keg,641,1.08,2024-11-01,Active
2720,SKU02720,Heineken 471ml,Amstel,Cider,Keg,497,0.54,2022-07-17,Active
2721,SKU02721,Desperados 441ml,Tiger,Cider,Bottle,309,7.32,2024-11-03,Active
2722,SKU02722,Heineken 439ml,Tiger,Cider,Keg,454,3.86,2021-07-28,Active
2723,SKU02723,Birra Moretti 542ml,Tiger,Beer,Bottle,354,0.68,2023-01-12,Active
2724,SKU02724,Birra Moretti 455ml,Amstel,Non-Alcoholic,Bottle,263,4.18,2024-11-08,Discontinued
2725,SKU02725,Birra Moretti 533ml,Birra Moretti,Beer,Bottle,384,5.19,2025-05-04,Discontinued
2726,SKU02726,Heineken 509ml,Tiger,Cider,Keg,401,3.99,2020-12-08,Discontinued
2727,SKU02727,Birra Moretti 525ml,Desperados,Cider,Bottle,671,2.65,2025-03-13,Active
2728,SKU02728,Tiger 526ml,Amstel,Non-Alcoholic,Can,505,0.98,2022-01-14,Discontinued
2729,SKU02729,Tiger 455ml,Desperados,Beer,Can,283,6.62,2021-07-27,Discontinued
2730,SKU02730,Birra Moretti 486ml,Desperados,Beer,Keg,449,0.44,2025-11-10,Discontinued
2731,SKU02731,Amstel 376ml,Desperados,Cider,Keg,533,9.23,2022-10-24,Active
2732,SKU02732,Heineken 451ml,Amstel,Beer,Bottle,646,3.99,2022-04-25,Active
2733,SKU02733,Birra Moretti 568ml,Heineken,Beer,Bottle,685,3.93,2023-05-05,Active
2734,SKU02734,Birra Moretti 530ml,Heineken,Cider,Bottle,697,3.15,2023-10-03,Discontinued
2735,SKU02735,Amstel 461ml,Heineken,Cider,Bottle,510,6.67,2023-11-12,Discontinued
2736,SKU02736,Heineken 380ml,Amstel,Non-Alcoholic,Keg,645,4.61,2022-01-04,Active
2737,SKU02737,Heineken 630ml,Birra Moretti,Non-Alcoholic,Keg,407,5.92,2021-03-06,Discontinued
2738,SKU02738,Amstel 610ml,Amstel,Beer,Keg,661,8.19,2023-12-11,Active
2739,SKU02739,Desperados 547ml,Tiger,Non-Alcoholic,Keg,508,0.09,2023-05-26,Discontinued
2740,SKU02740,Heineken 660ml,Amstel,Beer,Keg,565,6.79,2024-11-04,Active
2741,SKU02741,Amstel 649ml,Desperados,Cider,Bottle,399,3.56,2021-12-28,Active
2742,SKU02742,Birra Moretti 645ml,Tiger,Non-Alcoholic,Bottle,450,1.89,2021-04-01,Active
2743,SKU02743,Tiger 317ml,Tiger,Non-Alcoholic,Bottle,573,2.73,2025-11-13,Discontinued
2744,SKU02744,Heineken 514ml,Desperados,Cider,Can,396,4.93,2023-10-25,Discontinued
2745,SKU02745,Birra Moretti 262ml,Amstel,Cider,Keg,266,1.29,2022-05-10,Active
2746,SKU02746,Birra Moretti 578ml,Heineken,Beer,Keg,407,9.02,2024-11-06,Discontinued
2747,SKU02747,Desperados 617ml,Amstel,Cider,Can,658,4.49,2021-12-28,Discontinued
2748,SKU02748,Heineken 444ml,Heineken,Beer,Bottle,494,6.09,2025-01-07,Active
2749,SKU02749,Tiger 332ml,Tiger,Non-Alcoholic,Can,447,1.4,2022-04-29,Active
2750,SKU02750,Tiger 475ml,Amstel,Beer,Can,620,0.04,2023-09-17,Discontinued
2751,SKU02751,Desperados 347ml,Amstel,Cider,Keg,448,8.52,2022-01-23,Active
2752,SKU02752,Amstel 480ml,Tiger,Cider,Keg,327,9.39,2024-09-23,Active
2753,SKU02753,Tiger 603ml,Heineken,Non-Alcoholic,Bottle,340,3.37,2025-03-18,Discontinued
2754,SKU02754,Tiger 460ml,Heineken,Beer,Bottle,610,3.96,2024-06-14,Discontinued
2755,SKU02755,Amstel 642ml,Birra Moretti,Cider,Keg,656,2.73,2021-08-01,Discontinued
2756,SKU02756,Birra Moretti 288ml,Birra Moretti,Cider,Can,383,2.72,2023-12-30,Active
2757,SKU02757,Birra Moretti 305ml,Birra Moretti,Beer,Can,490,4.96,2023-12-07,Discontinued
2758,SKU02758,Amstel 344ml,Desperados,Non-Alcoholic,Can,681,8.42,2022-04-23,Active
2759,SKU02759,Birra Moretti 634ml,Desperados,Non-Alcoholic,Bottle,257,8.94,2023-05-20,Active
2760,SKU02760,Birra Moretti 414ml,Tiger,Cider,Keg,287,6.33,2022-11-13,Active
2761,SKU02761,Desperados 336ml,Amstel,Beer,Can,291,2.04,2024-03-13,Active
2762,SKU02762,Desperados 501ml,Tiger,Cider,Can,581,5.39,2022-08-24,Active
2763,SKU02763,Amstel 559ml,Birra Moretti,Cider,Can,531,4.35,2021-04-27,Discontinued
2764,SKU02764,Tiger 403ml,Tiger,Beer,Bottle,453,6.65,2022-12-01,Active
2765,SKU02765,Heineken 540ml,Desperados,Beer,Keg,513,8.79,2024-07-22,Discontinued
2766,SKU02766,Heineken 329ml,Amstel,Cider,Bottle,512,2.52,2021-03-18,Active
2767,SKU02767,Amstel 502ml,Tiger,Cider,Can,424,3.04,2022-05-01,Discontinued
2768,SKU02768,Heineken 649ml,Tiger,Cider,Can,468,3.03,2023-03-21,Discontinued
2769,SKU02769,Birra Moretti 659ml,Tiger,Beer,Bottle,460,0.16,2022-01-28,Active
2770,SKU02770,Heineken 473ml,Tiger,Beer,Keg,663,1.45,2021-05-25,Discontinued
2771,SKU02771,Tiger 460ml,Heineken,Beer,Keg,378,4.09,2021-08-18,Active
2772,SKU02772,Tiger 262ml,Tiger,Non-Alcoholic,Can,654,3.09,2023-07-06,Active
2773,SKU02773,Amstel 496ml,Desperados,Beer,Can,599,5.62,2023-11-13,Active
2774,SKU02774,Heineken 420ml,Tiger,Beer,Can,527,4.82,2023-02-26,Active
2775,SKU02775,Birra Moretti 338ml,Amstel,Beer,Keg,487,2.92,2023-12-08,Active
2776,SKU02776,Desperados 659ml,Birra Moretti,Beer,Can,284,2.81,2022-09-29,Discontinued
2777,SKU02777,Desperados 541ml,Desperados,Non-Alcoholic,Bottle,580,4.46,2024-04-05,Discontinued
2778,SKU02778,Desperados 428ml,Heineken,Cider,Can,295,6.07,2025-01-03,Active
2779,SKU02779,Amstel 619ml,Birra Moretti,Cider,Keg,476,1.63,2024-12-25,Discontinued
2780,SKU02780,Desperados 598ml,Birra Moretti,Cider,Bottle,412,5.46,2024-12-25,Discontinued
2781,SKU02781,Heineken 673ml,Birra Moretti,Beer,Keg,652,5.05,2023-12-28,Active
2782,SKU02782,Birra Moretti 302ml,Desperados,Beer,Bottle,256,4.36,2023-06-03,Discontinued
2783,SKU02783,Tiger 338ml,Birra Moretti,Non-Alcoholic,Keg,398,7.3,2022-01-10,Discontinued
2784,SKU02784,Heineken 528ml,Amstel,Cider,Can,307,2.66,2024-06-26,Active
2785,SKU02785,Tiger 519ml,Heineken,Cider,Bottle,545,8.67,2025-02-02,Discontinued
2786,SKU02786,Amstel 451ml,Tiger,Non-Alcoholic,Bottle,466,2.19,2024-04-15,Active
2787,SKU02787,Tiger 373ml,Heineken,Beer,Can,351,5.32,2022-01-29,Active
2788,SKU02788,Birra Moretti 617ml,Amstel,Beer,Can,538,3.84,2024-01-06,Active
2789,SKU02789,Amstel 332ml,Desperados,Non-Alcoholic,Can,327,3.54,2023-04-18,Discontinued
2790,SKU02790,Amstel 329ml,Tiger,Non-Alcoholic,Bottle,604,8.35,2025-10-09,Discontinued
2791,SKU02791,Desperados 345ml,Birra Moretti,Beer,Keg,323,6.98,2023-02-21,Discontinued
2792,SKU02792,Tiger 488ml,Amstel,Non-Alcoholic,Keg,639,3.03,2025-09-22,Discontinued
2793,SKU02793,Heineken 294ml,Heineken,Non-Alcoholic,Bottle,466,4.33,2022-04-22,Active
2794,SKU02794,Amstel 528ml,Birra Moretti,Non-Alcoholic,Can,420,6.92,2024-09-15,Active
2795,SKU02795,Amstel 394ml,Amstel,Cider,Keg,601,3.69,2024-02-27,Active
2796,SKU02796,Birra Moretti 538ml,Tiger,Cider,Keg,393,7.15,2022-05-12,Active
2797,SKU02797,Tiger 334ml,Birra Moretti,Non-Alcoholic,Keg,543,1.52,2022-07-07,Active
2798,SKU02798,Heineken 363ml,Birra Moretti,Non-Alcoholic,Keg,506,1.14,2025-01-04,Active
2799,SKU02799,Heineken 326ml,Amstel,Non-Alcoholic,Can,342,1.3,2022-03-31,Active
2800,SKU02800,Birra Moretti 262ml,Desperados,Cider,Bottle,464,5.88,2022-01-25,Discontinued
2801,SKU02801,Tiger 686ml,Heineken,Beer,Keg,431,8.18,2023-01-01,Discontinued
2802,SKU02802,Tiger 481ml,Desperados,Beer,Can,342,4.74,2025-06-30,Discontinued
2803,SKU02803,Amstel 299ml,Tiger,Non-Alcoholic,Bottle,257,3.8,2022-09-23,Active
2804,SKU02804,Tiger 317ml,Heineken,Non-Alcoholic,Keg,467,1.26,2023-10-15,Discontinued
2805,SKU02805,Heineken 341ml,Amstel,Beer,Can,610,3.67,2023-11-13,Active
2806,SKU02806,Amstel 526ml,Desperados,Beer,Keg,508,6.69,2024-02-24,Active
2807,SKU02807,Tiger 614ml,Desperados,Beer,Keg,380,4.22,2024-05-30,Discontinued
2808,SKU02808,Birra Moretti 368ml,Birra Moretti,Beer,Can,280,0.34,2021-08-07,Active
2809,SKU02809,Tiger 429ml,Heineken,Non-Alcoholic,Can,555,9.3,2023-07-19,Active
2810,SKU02810,Birra Moretti 373ml,Heineken,Beer,Can,497,4.96,2021-08-23,Active
2811,SKU02811,Birra Moretti 591ml,Amstel,Non-Alcoholic,Bottle,636,0.83,2023-10-04,Discontinued
2812,SKU02812,Desperados 548ml,Birra Moretti,Beer,Keg,481,0.6,2023-12-03,Active
2813,SKU02813,Heineken 321ml,Heineken,Beer,Keg,369,9.39,2021-07-23,Active
2814,SKU02814,Birra Moretti 502ml,Heineken,Beer,Keg,438,1.34,2025-07-26,Discontinued
2815,SKU02815,Desperados 303ml,Birra Moretti,Cider,Keg,539,0.3,2021-12-29,Discontinued
2816,SKU02816,Amstel 647ml,Tiger,Cider,Bottle,517,7.06,2022-05-15,Discontinued
2817,SKU02817,Tiger 337ml,Desperados,Cider,Keg,653,9.21,2023-07-31,Discontinued
2818,SKU02818,Heineken 574ml,Desperados,Beer,Keg,432,6.7,2023-11-17,Active
2819,SKU02819,Amstel 513ml,Tiger,Non-Alcoholic,Can,253,3.93,2024-05-08,Discontinued
2820,SKU02820,Birra Moretti 576ml,Amstel,Cider,Keg,320,2.59,2022-12-12,Discontinued
2821,SKU02821,Birra Moretti 602ml,Birra Moretti,Non-Alcoholic,Can,504,6.8,2024-02-29,Discontinued
2822,SKU02822,Birra Moretti 532ml,Birra Moretti,Non-Alcoholic,Can,613,1.59,2022-10-22,Active
